atm_id,name,lat,lon,operator
6378793973,South Indian Bank,12.8832789,77.6074429,South Indian Bank
6378793975,Axis Bank,12.8834268,77.605994,Axis Bank
6657899661,Unknown ATM,12.8789708,77.6378821,ICICI bank ATM
9925149335,State Bank of India,12.8923074,77.6235762,State Bank of India
12050672269,Unknown ATM,12.8837447,77.5910008,Bank of Baroda
12118595802,Unknown ATM,12.8899371,77.5915104,HDFC Bank
12118602001,Unknown ATM,12.8895574,77.5938243,Axis Bank
12144434656,Unknown ATM,12.8755223,77.6490584,Kotak Mahindra Bank
12144434657,Unknown ATM,12.8729114,77.651369,HDFC Bank
12270754746,Unknown ATM,12.8699827,77.6595828,Karnataka Bank
12580943040,HDFC Bank,12.8967568,77.6584355,HDFC Bank
12876472295,State Bank of India,12.8682607,77.6550799,State Bank of India
12977371115,Unknown ATM,12.8543999,77.6662466,Axis Bank
13744664202,Unknown ATM,12.898075,77.6452717,Bank of India
1989422776,Unknown ATM,12.8495364,77.6798538,Axis Bank
2550426043,Karnataka Bank,12.8354736,77.6803178,Karnataka Bank
2550426044,Canara Bank,12.8355336,77.6844678,Canara Bank
2556891218,Axis Bank,12.8349978,77.6843879,Axis Bank
2556896493,ICICI Bank,12.8281395,77.6821828,ICICI Bank
3535846365,ICICI Bank,12.8523822,77.6676896,ICICI Bank
3840518693,ICICI Bank,12.8350569,77.6844372,ICICI Bank
4161522491,Unknown ATM,12.8353538,77.6825968,Unknown
4161532489,Unknown ATM,12.8353618,77.6829086,Unknown
5922673595,HDFC Bank,12.8487613,77.6724791,HDFC Bank
5922673596,State Bank of India,12.8487506,77.6724975,State Bank of India
5922673597,ICICI Bank,12.8487427,77.6725158,ICICI Bank
5922673598,Karur Vysya Bank,12.8487492,77.6725375,Karur Vysya Bank
5922673599,Unknown ATM,12.8493564,77.673205,Canera Bank
10065636650,Unknown ATM,12.8454834,77.7247491,Unknown
10727155639,HDFC Bank,12.8297947,77.6684544,Unknown
11341529464,Union Bank ATM,12.835523,77.6916245,Unknown
11353369797,Indian Bank,12.8354504,77.6808663,Indian Bank
12977371114,Unknown ATM,12.8030495,77.7033858,Union Bank of India
13358915747,Unknown ATM,12.8131195,77.6829418,HDFC Bank
308729154,Citibank ATM Jayanagar 7th Block,12.9238284,77.5763354,Citibank
428851702,Canara Bank,12.977709,77.5722837,Canara Bank
517874468,Canara Bank,12.9532525,77.57754,Canara Bank
519549739,ICICI Bank,12.9929911,77.5390937,ICICI Bank
519549759,State Bank of India,12.9918012,77.5379737,State Bank of India
577026690,ICICI Bank,12.9940976,77.571267,ICICI Bank
665871277,State Bank of India,12.9733292,77.5824593,State Bank of India
680020373,Canara Bank,12.9784725,77.5696765,Canara Bank
683352653,Citibank,12.9484631,77.5798653,Citibank
953662697,ICICI Bank,12.9405791,77.5458127,ICICI Bank
1331929318,Unknown ATM,12.9083281,77.5639541,ICICI Bank
1331946772,Unknown ATM,12.9113882,77.5747186,HDFC Bank
1334443041,Unknown ATM,12.9083213,77.5641425,Canara Bank
1334443049,Unknown ATM,12.9084259,77.5639762,HDFC Bank
1445322853,Canara Bank,12.9287707,77.5824139,Canara Bank
1463551226,Unknown ATM,12.9359271,77.5179968,ICICI Bank
1463593080,Corporation Bank,12.9064379,77.5443522,Corporation Bank
1465032919,Unknown ATM,12.9296912,77.5519662,State Bank of India
1466328827,Syndicate Bank,12.9370677,77.568849,Syndicate Bank
1466450010,Unknown ATM,12.9365631,77.567363,HDFC ATM
1467501674,Canara Bank,12.9856724,77.5420617,Canara Bank
1467501727,HDFC Bank,12.9972063,77.5402705,HDFC Bank
1473921812,State Bank of India,12.9446167,77.5677552,State Bank of India
1474827888,Unknown ATM,12.9739042,77.5475916,HDFC Bank ATM
1614366548,Citibank,12.9879409,77.5768491,Citibank
1661812758,Axis Bank,12.9406461,77.5477204,Axis Bank
1741241408,Unknown ATM,12.9301278,77.5636876,Axis Bank
1741246216,ICICI Bank,12.935471,77.5608687,ICICI Bank
1741456815,Unknown ATM,12.931931,77.5640576,HDFC Bank
1741567711,Unknown ATM,12.9239653,77.5705721,ICICI Bank
1741811584,Unknown ATM,12.9269195,77.5682037,Karnataka Bank
1741812254,Unknown ATM,12.9264381,77.5691045,Syndicate Bank
1778895940,Unknown ATM,12.9760846,77.5312127,Karnataka Bank ATM
1778898342,ICICI Bank,12.9748588,77.5312369,ICICI Bank
1778898354,Unknown ATM,12.9762022,77.5292815,HDFC ATM
1789725915,HDFC Bank,12.9604713,77.5652214,HDFC Bank
1789726918,Unknown ATM,12.9604086,77.5633761,State Bank ATM
1791591267,Corporation Bank,12.9544584,77.5733572,Corporation Bank
1791595069,Unknown ATM,12.9500017,77.5721635,State Bank Of Indi
1791886696,State Bank of India,12.9573769,77.5717084,State Bank of India
1791982458,Karnataka Bank,12.9544493,77.5699435,Karnataka Bank
1791990800,State Bank of India,12.9556831,77.5676261,State Bank of India
1791991192,Unknown ATM,12.9557511,77.567272,Unknown
1792027188,Indian Bank,12.9418539,77.555564,Indian Bank
1792044189,HDFC Bank,12.9398411,77.553976,HDFC Bank
1792046973,Unknown ATM,12.9396697,77.5546603,Ratnakar Bank
1792716217,ICICI Bank,12.9434331,77.5663121,ICICI Bank
1792719635,ICICI Bank,12.9418698,77.5563504,ICICI Bank
1794008864,Citibank,12.9451475,77.5719389,Citibank
1796628970,HDFC Bank,12.9439251,77.5643566,HDFC Bank
1796630507,ICICI Bank,12.9437743,77.5643702,ICICI Bank
1796670301,HDFC Bank,12.9402637,77.5577692,HDFC Bank
1802684091,Corporation Bank,12.9436748,77.5641934,Corporation Bank
1806959176,Unknown ATM,12.9732886,77.5702017,State Bank of Mysore
1806960813,HDFC Bank,12.9725777,77.5702074,HDFC Bank
1806961438,Union Bank of India,12.9723215,77.5703735,Union Bank of India
1806963001,Corporation Bank,12.9712811,77.5701053,Corporation Bank
1809619293,Unknown ATM,12.9739442,77.5373335,Corporation Bank ATM
1809705963,HDFC Bank,12.9685025,77.537261,HDFC Bank
1809706027,HDFC Bank,12.9731576,77.5413648,HDFC Bank
1812653243,Unknown ATM,12.9181694,77.5547822,SBI ATM
1812668672,Unknown ATM,12.917953,77.5571384,Corporation Bank
1843646937,ICICI Bank,12.9706452,77.5369759,ICICI Bank
1843646953,State Bank of India,12.9691501,77.5364636,State Bank of India
1843673712,ICICI Bank,12.975031,77.5309088,ICICI Bank
1843678521,ICICI Bank,12.9745579,77.5327836,ICICI Bank
1843678526,Canara Bank,12.9762412,77.5287549,Canara Bank
1843689211,Unknown ATM,12.9747631,77.5310486,State Bank of Mysore
1843689215,State Bank of India,12.9745396,77.5307371,State Bank of India
1843719342,Axis Bank,12.9676863,77.5366433,Axis Bank
1923720117,ICICI Bank,12.9458998,77.5717344,ICICI Bank
1979050315,Corporation Bank,12.9585995,77.5260442,Corporation Bank
2012855686,Unknown ATM,12.9255011,77.5499538,HDFC Bank
2016220374,Karnataka Bank,12.9750242,77.5520533,Karnataka Bank
2016220426,Canara Bank,12.9799118,77.5541722,Canara Bank
2027517361,Karnataka Bank Money Plant,12.991257,77.5384096,Karnatakaa Bank
2076240844,Citibank,12.937055,77.5784773,Citibank
2078584571,State Bank of India,12.906013,77.5419622,State Bank of India
2245734528,Citibank,12.9737802,77.5433493,Citibank
2249048755,Citibank,12.9877059,77.5596356,Citibank
2331415122,Canara Bank,12.9373332,77.5582484,Canara Bank
2331429507,HDFC Bank,12.9348094,77.5556281,HDFC Bank
2331429508,State Bank of India,12.9347536,77.5556142,State Bank of India
2331429509,Bank of Baroda,12.9381111,77.5565458,Bank of Baroda
2480884731,HDFC Bank,12.9720271,77.5283808,HDFC Bank
2483622557,Union Bank of India,12.968556,77.5380801,Union Bank of India
2483779678,Dhanalakshmi Bank ATM,12.9685194,77.5382142,Unknown
2486108499,ICICI Bank,12.9599952,77.5293195,ICICI Bank
2505742898,IndusInd Bank,12.991155,77.5383908,IndusInd Bank
2509175425,HDFC Bank,12.9708325,77.5267854,HDFC Bank
2623603733,Standard Chartered Bank,12.924471,77.5523785,Standard Chartered
2677362270,State Bank of India,12.9200207,77.5811039,State Bank of India
2677362271,ICICI Bank,12.9200199,77.5810595,ICICI Bank
2914344549,IndusInd Bank,12.9571801,77.5316497,IndusInd Bank
2986412019,UCO Bank,12.9117516,77.5671499,UCO Bank
2986412021,SBI ATM,12.9117262,77.5671334,State Bank of India
2986412026,State Bank of India,12.9094255,77.5655013,State Bank of India
2986412027,Oriental Bank of Commerce,12.9089445,77.5652653,Oriental Bank of Commerce
2986480255,Axis Bank,12.9046865,77.565528,Axis Bank
3024967815,Axis Bank,12.904523,77.5803913,Axis Bank
3118304947,SBI ATM,12.9278968,77.5622171,State Bank of India
3283293497,Federal Bank,12.9749583,77.5703152,Federal Bank
3371785038,State Bank of India,12.9897351,77.5720458,State Bank of India
3377392811,Bank of Baroda,12.9099264,77.5810745,Bank of Baroda
3381393095,HDFC Bank,12.9092617,77.5817945,HDFC Bank
3393531562,Kotak Bank,12.9110549,77.5781943,Unknown
3401984699,Canara Bank,12.9392065,77.5827357,Canara Bank
3401988085,Bank of India,12.9381478,77.5828269,Bank of India
3525270784,Citibank,12.9916712,77.5712761,Citibank
3602713244,ICICI Bank,12.9522009,77.5773216,ICICI Bank
3603794071,ICICI Bank,12.9113891,77.5531687,ICICI Bank
3674560887,Unknown ATM,12.9913252,77.5713263,Unknown
3833904203,State ATM,12.935048,77.5743056,RSBL
3833905730,State Bank of India,12.9351238,77.5741634,State Bank of India
3833906364,Karnataka Bank,12.9354545,77.5739623,Karnataka Bank
3957979017,Canara Bank,12.9647608,77.5324347,Canara Bank
3957986963,ICICI Bank,12.9645889,77.5307793,ICICI Bank
3957994140,State Bank of India,12.9647458,77.5311092,State Bank of India
4100763597,Unknown ATM,12.9644353,77.5495402,Unknown
4100777593,Unknown ATM,12.9640262,77.5507761,Unknown
4130960194,Unknown ATM,12.9644277,77.5553928,Unknown
4130960289,Unknown ATM,12.9608675,77.5495476,Unknown
4130960789,Unknown ATM,12.9551248,77.566492,Unknown
4130963390,Unknown ATM,12.9644446,77.5552913,Unknown
4177732308,Karnataka Bank,12.9772383,77.5752995,Karnataka Bank
4177732309,Kotak Mahindra Bank,12.9773643,77.5747535,Kotak Mahindra Bank
4209484254,State Bank of India,12.9680202,77.5787717,State Bank of India
4221615261,Unknown ATM,12.9928196,77.5306777,Canara bank ATM
4243906616,Unknown ATM,12.9342254,77.5344569,ICICI
4254080490,Federal Bank,12.940402,77.5766481,Federal Bank
4254126595,ICICI Bank,12.9378558,77.5755369,ICICI Bank
4362762990,Unknown ATM,12.9437347,77.5799634,Lakshmi Nivas Bank
4362765797,Bank of Baroda,12.9472769,77.5799705,Bank of Baroda
4362807789,Unknown ATM,12.947717,77.5798294,Lakshmi Vilas Bank
4456336990,ICICI Bank,12.9079578,77.5783267,ICICI Bank
4456346090,Karnataka Bank,12.9074342,77.578346,Karnataka Bank
4457339389,Standard Chartered,12.9330476,77.5822333,Standard Chartered
4520841992,State Bank of India,12.9703991,77.5463108,State Bank of India
4520841993,ICICI Bank,12.9738853,77.5478447,ICICI Bank
4520910090,Unknown ATM,12.9672966,77.545065,Karnataka Bank ATM
4520910092,Unknown ATM,12.97387,77.5446917,Canara Bank ATM
4520918289,Unknown ATM,12.9663276,77.5443481,Vijaya Bank
4528688849,Unknown ATM,12.9978601,77.5495201,Unknown
4528688850,Unknown ATM,12.9981241,77.5495926,Unknown
4528688851,State Bank of India,12.9974416,77.550126,State Bank of India
4533717195,Canara Bank,12.9701394,77.5461865,Canara Bank
4533766192,State Bank of India,12.964348,77.5402052,State Bank of India
4541302396,State Bank of India,12.974033,77.5499209,State Bank of India
4545284790,ICICI Bank,12.9070872,77.5461078,ICICI Bank
4545856996,Unknown ATM,12.9094886,77.5499478,Axis Bank
4545901090,Unknown ATM,12.9174899,77.5732745,Karnataka Bank ATM
4545906989,Unknown ATM,12.9084296,77.5481682,Karnataka Bank
4545906990,Unknown ATM,12.9095004,77.5499914,SBI State Bank of India
4545994361,Unknown ATM,12.9081105,77.547977,HDFC Bank ATM
4547815817,Canara Bank,12.9074709,77.5472253,Canara Bank
4558031091,Axis Bank,12.9876421,77.5151107,Axis Bank
4558046689,Unknown ATM,12.9842792,77.5282764,Axis Bank
4591093490,Punjab National Bank,12.9771479,77.5700436,Punjab National Bank
4591185689,State Bank of India,12.9773797,77.5698067,State Bank of India
4591203889,Indian Bank,12.9772143,77.5700433,Indian Bank
4619897393,Unknown ATM,12.9582106,77.5348921,SBI E-lobby
4620010389,State Bank of India,12.9584059,77.5356011,State Bank of India
4620010489,Unknown ATM,12.9582945,77.5351343,Union Bank
4623723103,HDFC Bank,12.9962755,77.5733477,HDFC Bank
4639189261,Axis Bank,12.9709244,77.5436834,Axis Bank
4650839689,ICICI Bank,12.9773102,77.5427732,ICICI Bank
4703397593,Axis Bank,12.9473628,77.5668805,Axis Bank
4763211058,Karnataka Bank,12.9767392,77.5707435,Karnataka Bank
4763212765,Kotak Mahindra Bank,12.9435344,77.5654837,Kotak Mahindra Bank
4920192051,Karnataka Bank,12.97771,77.5722474,Karnataka Bank
4975005038,State Bank of India,12.9974316,77.5486505,State Bank of India
5061380662,Corporation Bank,12.9879742,77.5764499,Corporation Bank
5109210001,Unknown ATM,12.9411112,77.52503,Karnataka Bank
5168560646,Axis Bank,12.9821863,77.5660957,Axis Bank
5174980936,Indian Overseas Bank,12.9975545,77.5821584,Indian Overseas Bank
5175027877,HDFC Bank,12.9979084,77.5521686,HDFC Bank
5175027880,Axis Bank,12.9985641,77.5552753,Axis Bank
5175027881,ICICI Bank,12.9984849,77.5554044,ICICI Bank
5229456539,Kotak Mahindra Bank,12.9894569,77.5735286,Kotak Mahindra Bank
5229456547,Unknown ATM,12.9934739,77.5713892,Bank of Baroda
5234717428,Canara Bank,12.93656,77.5804636,Canara Bank
5261484918,State Bank of India,12.9743591,77.5711607,State Bank of India
5277355067,Corporation Bank,12.9971501,77.5484803,Corporation Bank
5304601961,Kotak Mahindra Bank,12.9387032,77.5524202,Kotak Mahindra Bank
5306746590,HDFC Bank,12.9495419,77.5798273,HDFC Bank
5306746601,Canara Bank,12.9495366,77.580231,Canara Bank
5335203820,HDFC Bank,12.9586321,77.5263261,HDFC Bank
5335211121,ICICI Bank,12.9581194,77.5264392,ICICI Bank
5335214814,Canara Bank,12.9607813,77.5280667,Canara Bank
5342559932,Karnataka Bank,12.9657251,77.5350046,Karnataka Bank
5342616794,Canara Bank,12.9650746,77.5347572,Canara Bank
5342619747,Axis Bank,12.9659691,77.5349971,Axis Bank
5342668560,India Post Payments Bank,12.9651565,77.5379718,India Post Payments Bank
5623433264,State Bank of India,12.986288,77.5558088,State Bank of India
5623550269,Canara Bank,12.9876052,77.5558577,Canara Bank
5624262706,Unknown ATM,12.9898621,77.5546219,Unknown
5624262708,HDFC Bank,12.9898516,77.5551738,HDFC Bank
5624262710,Unknown ATM,12.9898418,77.5553763,Unknown
5624262720,NKGSB Bank,12.9885991,77.555898,Unknown
5846722872,Unknown ATM,12.9952391,77.5388279,Axis Bank ATM
5922659264,ICICI Bank,12.9970049,77.550213,ICICI Bank
5922659265,Axis Bank,12.9969748,77.5502077,Axis Bank
5922659282,Unknown ATM,12.9910238,77.5505564,ICICI Bank
5964545002,State Bank of India,12.9755945,77.5752997,State Bank of India
6000091923,State Bank of India,12.9996905,77.5497732,State Bank of India
6000091924,Unknown ATM,12.9460972,77.5304519,State Bank of India
6210725029,ICICI Bank,12.9772008,77.5733371,ICICI Bank
6419044990,ICICI Bank,12.9688815,77.5791931,ICICI Bank
6419052586,IDFC First Bank,12.9692487,77.5794495,IDFC First Bank
6419052685,Canara Bank,12.9692728,77.579469,Canara Bank
6621696647,Unknown ATM,12.9433649,77.5266311,Axis Bank
6813417764,Unknown ATM,12.9465799,77.5299453,Unknown
6899554639,HDFC Bank,12.9349665,77.5367068,HDFC Bank
6908926515,Axis Bank,12.9682052,77.5301358,Axis Bank
6912968485,State Bank of India,12.9683899,77.5287202,State Bank of India
7016691457,Canara Bank,12.9415972,77.5643731,Canara Bank
7118675986,Unknown ATM,12.9719175,77.5370015,Axis ATM
7128479785,ICICI Bank,12.9682775,77.5334693,ICICI Bank
7137042126,Unknown ATM,12.9304328,77.5062892,Oriental Bank of Commerce
7142722761,ICICI Bank,12.9736025,77.5662526,ICICI Bank
7156536793,ICICI Bank,12.988699,77.5499944,ICICI Bank
7156536827,HDFC Bank,12.958245,77.5336169,HDFC Bank
7164440787,Federal Bank,12.9681286,77.5360885,Federal Bank
7215440253,Karnataka Bank,12.997484,77.5498729,Karnataka Bank
7236205644,ICICI Bank,12.9853419,77.5564646,ICICI Bank
7289130232,Unknown ATM,12.9316197,77.5062449,UCO Bank
8187929955,Axis Bank,12.990191,77.560667,Axis Bank
8187930005,Axis Bank,12.975994,77.558578,Axis Bank
8255015074,State Bank of India,12.9999594,77.5602699,State Bank of India
8727018101,State Bank of India,12.9357431,77.5613135,State Bank of India
8727018102,Unknown ATM,12.9356558,77.5609792,Andhra Bank ATM
8873805487,Citibank,12.9288008,77.5829059,Citibank
9214185062,Unknown ATM,12.9899666,77.5745326,Unknown
9424481615,IDFC First Bank,12.9583022,77.5260811,IDFC First Bank
9424636020,Axis Bank,12.9614543,77.5045383,Axis Bank
9872645098,State Bank of India,12.9852752,77.5564539,State Bank of India
9893686519,HDFC Bank,12.9686449,77.5749197,HDFC Bank
10183518534,Unknown ATM,12.9976491,77.5598998,Canara Bank
10218102646,ICICI Bank,12.9545702,77.5447288,ICICI Bank
10647620828,Unknown ATM,12.9059616,77.5734858,RBL
10853169817,Unknown ATM,12.9161105,77.5740163,State Bank of India
11178098070,Unknown ATM,12.9573178,77.5697265,Bank of Baroda
11178103830,Unknown ATM,12.9586069,77.5654343,State Bank of India
11178123920,Unknown ATM,12.9516968,77.5673971,Unknown
11248255457,Unknown ATM,12.9571816,77.550277,Union Bank of India
11295836834,Unknown ATM,12.9978083,77.569546,Utkarsh Small Finance Bank
11295836846,Unknown ATM,12.9985875,77.5695254,Axis Bank
11303622566,HDFC Bank,12.9061896,77.5780386,HDFC Bank
11303710697,Unknown ATM,12.9060288,77.5792706,State Bank of India
11355774238,Unknown ATM,12.9614194,77.5751313,State Bank of India
11478107297,Unknown ATM,12.989156,77.5746098,Bank of India
11684647133,Unknown ATM,12.9906494,77.5718535,Kotak Mahindra Bank
11906537349,Unknown ATM,12.9883959,77.5358123,Karnataka Bank
11922136038,Unknown ATM,12.9655044,77.5367666,ICICI Bank
11922136039,Unknown ATM,12.9655423,77.5366178,Kotak Mahindra Bank
11922269802,Unknown ATM,12.9646622,77.5392138,Karnataka Bank
11942317496,Unknown ATM,12.9516253,77.5270951,Canara Bank
11942317497,Unknown ATM,12.9515945,77.5270781,Kotak Mahindra Bank
11942324328,Unknown ATM,12.9496882,77.5267609,Axis Bank
11942427774,Unknown ATM,12.9543057,77.527931,State Bank of India
12000217924,Unknown ATM,12.9506158,77.5736394,State Bank of India
12048924774,Unknown ATM,12.93857,77.5801176,Unknown
12048924775,Unknown ATM,12.9379782,77.5800181,Unknown
12103968904,Unknown ATM,12.9986429,77.5732028,State Bank of India
12103968938,Unknown ATM,12.9989603,77.5808423,IDFC First Bank
12118826140,Unknown ATM,12.9595796,77.5619677,Bank of Baroda
12132448778,Unknown ATM,12.9565676,77.5292018,State Bank of India
12161153129,Unknown ATM,12.9464594,77.5801001,State Bank of India
12438113678,Unknown ATM,12.9755516,77.5381299,State Bank of India
12438122537,Unknown ATM,12.9753963,77.5367421,Indian Overseas Bank
12441556290,Unknown ATM,12.9874735,77.5801145,IDFC First Bank
12460940277,Unknown ATM,12.9806113,77.5686726,Unknown
12466417389,Unknown ATM,12.9510222,77.5677852,IDFC First Bank
12538086462,Unknown ATM,12.9165713,77.5615738,State Bank of India
12777774172,State Bank of India,12.9982979,77.5573209,State Bank of India
12811493359,Kotak Mahindra Bank ATM,12.9552932,77.5800239,Unknown
13354969819,Unknown ATM,12.9533147,77.5713042,SBI
13354969820,Unknown ATM,12.9533285,77.5712102,Sree Charan Bank
14074848401,Unknown ATM,12.9909031,77.5380547,HDFC BANK
302493798,Citibank,12.9309141,77.5850854,Citibank
309690273,IDBI Bank,12.9604812,77.6385098,IDBI Bank
312509585,Axis Bank,12.9601353,77.6431187,Axis Bank
316993744,Kotak Mahindra Bank,12.9600367,77.6452495,Kotak Mahindra Bank
316993745,Citibank,12.9600398,77.6452145,Citibank
660666062,Syndicate Bank,12.9836146,77.5948986,Syndicate Bank
661983025,Canara Bank,12.985511,77.5889985,Canara Bank
663599408,Karnataka Bank,12.9686616,77.5875127,Karnataka Bank
946825830,ICICI Bank,12.9093013,77.614205,ICICI Bank
951203518,Indian Bank,12.9127285,77.6064015,Indian Bank
1067192719,ICICI Bank,12.9994929,77.5989568,ICICI Bank
1212309366,IDBI Bank,12.9713009,77.6347274,IDBI Bank
1290044474,Unknown ATM,12.9955696,77.6017708,Unknown
1336840466,Unknown ATM,12.9716449,77.6574777,Unknown
1336840478,Unknown ATM,12.9713312,77.6573918,Unknown
1339408132,Federal Bank,12.9718996,77.6508166,Federal Bank
1389210293,Unknown ATM,12.9655798,77.5845651,ICICI Bank
1444233099,State Bank of India,12.934708,77.6126855,State Bank of India
1455123608,Axis Bank,12.9356059,77.6143393,Axis Bank
1465146871,Unknown ATM,12.9198321,77.5927344,State Bank
1465177404,HDFC Bank,12.9373618,77.6244338,HDFC Bank
1468014994,Unknown ATM,12.93567,77.6152337,HDFC Bank ATM
1468032550,Punjab National Bank,12.9805966,77.6074314,Punjab National Bank
1468035390,Unknown ATM,12.9168632,77.6045592,Unknown
1468516363,Indian Bank,12.9366613,77.6253726,Indian Bank
1468540703,IndusInd Bank,12.9401157,77.6250336,IndusInd Bank
1468540754,Bank of Baroda,12.9367383,77.6259938,Bank of Baroda
1470523369,Deutsche Bank,12.936209,77.6171253,Deutsche Bank
1470757461,IndusInd Bank,12.911884,77.6379067,IndusInd Bank
1470827521,Unknown ATM,12.910865,77.637973,Unknown
1471717737,Unknown ATM,12.9170321,77.6289637,Unknown
1471891610,Federal Bank,12.9254095,77.6173387,Federal Bank
1472880752,Unknown ATM,12.9154792,77.6344183,Unknown
1473299194,Unknown ATM,12.930445,77.5896349,Axis Bank ATM
1474001857,ICICI Bank,12.973051,77.6110437,ICICI Bank
1474199647,Dhanalaxmi Bank Atm,12.9174606,77.6515807,Dhanalakshmi Bank
1474220580,State Bank of India,12.9786857,77.6450948,State Bank of India
